emp_id,first_name,last_name,email,dob,telephone,address,gender,trust,ethnicity,nationality,visa_status,staff_group,role,division,grade,hourly_rate,hire_date,contract_start,weekly_hours,fte,registration_type,contract_type,employment_status,registration_no,registration_expiry_date,ni,dbs_expiry_date,mandatory_training_expiry_date,profile_creation_date
EMP0011-20260914_000059,Mohammed,Begum,hbarnes@example.com,1970-07-18,+44121 496 0512,"17 Butcher Station
Lake Laurenberg
PH93 0LJ",Female,Westborough Acute Care NHS Trust,Asian,China,Dependent,Nursing,Staff Nurse,Clinical Support Services,5,21.4,2021-03-21,2021-05-02,37.5,1.0,HCPC,Bank,On Leave,MN739693,2026-10-29,RN216912,2030-12-05,2027-07-08,2021-04-11
EMP0012-20260914_000059,Lawrence,Ford,waltonteresa@example.org,2001-09-11,(028) 9018288,"Studio 8
Gail Junctions
Lake Wayne
NG5 6JP",Female,Southvale Hospitals NHS Trust,Black,Trinidad and Tobago,ILR,Admin,Administrator,Corporate Services,3,13.37,2019-12-07,2020-01-04,15.0,0.4,None,Bank,Active,MC268061,2027-01-07,UW183847,2030-07-13,2027-02-23,2019-12-28
EMP0013-20260914_000059,Hayley,Potts,batesjane@example.org,1990-03-05,(0115) 4960447,"Studio 60
Mitchell Springs
Kempfurt
M9 3DT",Male,Horizon Integrated Health Partnership NHS Trust,Mixed,United States,Skilled Worker,AHP,Speech Therapist,Corporate Services,6,22.86,2019-09-23,2019-10-21,15.0,0.4,GMC,Permanent,Suspended,IG028881,2029-06-21,QJ964353,2027-08-22,2027-04-05,2019-10-14
EMP0014-20260914_000059,Ruth,Jones,paynearthur@example.net,1975-12-17,+44121 496 0800,"Flat 2
Osborne Stream
Harryshire
TA4E 7BG",Male,Horizon Integrated Health Partnership NHS Trust,Black,Barbados,British Citizen,Medical,SHO,Clinical Support Services,SHO,29.64,2024-06-02,2024-06-30,15.0,0.4,HCPC,Permanent,Active,DL409736,2028-01-10,ER597565,2030-05-15,2027-03-14,2024-06-23
EMP0015-20260914_000059,Karl,Barker,stevensdebra@example.net,1968-10-12,01914960120,"7 Gareth Hills
Jonesside
SW6B 3AT",Female,Meadowbrook Community Health NHS Trust,White,United States,Dependent,Nursing,Charge Nurse,Medicine & Acute Care,7,32.74,2022-04-30,2022-06-11,30.0,0.8,NMC,Permanent,On Leave,TF009695,2029-04-03,GG916711,2027-07-27,2027-06-29,2022-05-21
EMP0016-20260914_000059,Martyn,Gregory,kwright@example.net,1982-10-04,01514960113,"Flat 7
Arnold Estate
East Charlottebury
W8 1UQ",Male,Horizon Integrated Health Partnership NHS Trust,Black,Kenya,ILR,Admin,Medical Secretary,Clinical Support Services,4,15.83,2022-01-11,2022-02-08,18.75,0.5,None,Bank,On Leave,PT425534,2031-06-27,VQ205500,2028-04-04,2027-08-02,2022-02-01
EMP0017-20260914_000059,Billy,Morgan,stanleylambert@example.com,1978-08-28,+44131 4960304,"7 Lucy Hollow
Stephensonton
CT93 7YJ",Male,Lakeside District Hospitals NHS Trust,Asian,China,Dependent,AHP,Radiographer,Emergency & Urgent Care,6,27.85,2021-05-20,2021-06-24,15.0,0.4,None,Permanent,Suspended,XJ001554,2028-01-04,ES438807,2030-02-17,2026-10-20,2021-06-10
EMP0018-20260914_000059,Maurice,Baldwin,gillian63@example.com,1998-07-14,+44(0)117 4960849,"Flat 21i
Morris Trace
Brianhaven
BA9X 3DU",Male,Lakeside District Hospitals NHS Trust,Asian,India,Skilled Worker,Nursing,Charge Nurse,Women & Children,7,28.24,2020-03-08,2020-04-05,20.0,0.53,None,Fixed Term,Inactive,BC914705,2029-10-23,XN989341,2029-06-10,2027-08-29,2020-03-29
EMP0019-20260914_000059,Sheila,Lewis,catherinejohnson@example.org,1986-10-26,(0161) 4960571,"71 Graeme Stravenue
Coxfort
W1 4HD",Female,Southgate Community & Mental Health NHS Trust,Black,South Africa,ILR,Nursing,Ward Manager,Medicine & Acute Care,8A,35.5,2020-02-11,2020-03-17,30.0,0.8,GMC,Bank,Suspended,DG322928,2030-09-03,BE377838,2031-07-15,2026-10-27,2020-03-03
EMP0020-20260914_000059,Paige,Winter,evansrichard@example.com,1990-07-04,(0141) 4960793,"4 Owens River
Port Nicolehaven
TS72 8BR",Male,Eastfield Psychological Services NHS Trust,White,New Zealand,British Citizen,Medical,GP,Emergency & Urgent Care,GP,51.8,2018-04-23,2018-05-28,30.0,0.8,GMC,Fixed Term,Active,FX950126,2027-10-29,VY884830,2028-08-03,2027-04-08,2018-05-14
EMP0021-20260914_000059,Glen,Holland,klowe@example.org,2006-01-11,+44(0)161 4960637,"Studio 45V
Julia Drive
New Gemmaburgh
CF7 5ST",Female,Bluewater Community & Rehabilitation NHS Trust,White,Canada,Skilled Worker,Nursing,Ward Manager,Medicine & Acute Care,8A,34.97,2026-07-03,2026-08-07,18.75,0.5,NMC,Bank,Active,ZC554543,2031-06-24,ZK650270,2029-07-31,2027-08-31,2026-07-24
EMP0022-20260914_000059,Andrea,Humphreys,pturner@example.org,1965-04-26,+4428 9018023,"Flat 83l
Lawson Bridge
Victormouth
FY6X 2HS",Female,Southgate Community & Mental Health NHS Trust,Asian,Japan,Skilled Worker,Medical,Registrar,Emergency & Urgent Care,SPR,37.42,2017-02-14,2017-03-14,20.0,0.53,HCPC,Permanent,Inactive,ZC384110,2027-02-20,HW918009,2029-10-12,2027-05-02,2017-03-07
EMP0023-20260914_000059,Lynda,Brown,fstone@example.org,2004-12-21,+44306 9990982,"03 Wright Court
East Helenview
N18 0TA",Male,Midlands Central Hospitals NHS Trust,Asian,Thailand,ILR,Admin,Medical Secretary,Women & Children,4,16.3,2017-10-16,2017-11-13,18.75,0.5,None,Bank,Inactive,EL839799,2030-12-20,FX674115,2027-06-19,2027-04-17,2017-11-06
EMP0024-20260914_000059,Lee,Waters,hilary81@example.net,1979-03-24,0808 1570113,"83 Dylan Valley
Zoemouth
ML4Y 0JL",Male,Meadowbrook Community Health NHS Trust,Mixed,Japan,British Citizen,Admin,Medical Secretary,Clinical Support Services,4,18.66,2024-10-03,2024-11-07,18.75,0.5,None,Permanent,Suspended,CW144908,2028-08-25,QH840439,2029-03-26,2026-12-24,2024-10-24
EMP0025-20260914_000059,Darren,Mitchell,urogers@example.org,1970-12-14,(0117)4960427,"Flat 41e
Henry Vista
New Katyland
TR76 8SJ",Female,Oakridge Community Services NHS Trust,Asian,Thailand,Skilled Worker,Medical,FY1/FY2,Emergency & Urgent Care,FY1,20.22,2025-06-21,2025-07-19,20.0,0.53,NMC,Permanent,Suspended,MP394937,2031-08-25,CH358482,2029-04-27,2027-04-27,2025-07-12
EMP0026-20260914_000059,Jamie,Jones,pearceglen@example.com,1985-09-27,+44116 496 0744,"Flat 8
Kaur Rapid
Leahmouth
B2 7UU",Female,Westborough Acute Care NHS Trust,White,Australia,ILR,AHP,Physiologist,Corporate Services,6,24.26,2023-11-08,2023-12-06,15.0,0.4,None,Fixed Term,Suspended,MK178316,2029-09-05,BO195069,2028-08-12,2026-10-23,2023-11-29
EMP0027-20260914_000059,Julian,Robinson,bakerderek@example.net,1979-05-16,(0115) 4960326,"Studio 2
Kathleen Brooks
Freemanmouth
NP2W 5JE",Female,Valleyview Mental Wellness NHS Trust,Asian,Thailand,Skilled Worker,Nursing,Charge Nurse,Women & Children,7,31.58,2019-03-30,2019-04-27,18.75,0.5,NMC,Fixed Term,Suspended,ER308374,2031-01-21,RC291103,2029-05-11,2027-08-08,2019-04-20
EMP0028-20260914_000059,Hollie,Price,kyle38@example.com,1998-11-05,+44(0)808 157 0320,"650 Smith Orchard
Lake Maurice
SY8X 9AT",Male,Horizon Integrated Health Partnership NHS Trust,Black,Trinidad and Tobago,Skilled Worker,Admin,Data Analyst,Critical Care & Anaesthesia,8A,31.47,2019-06-26,2019-08-07,30.0,0.8,None,Permanent,Suspended,QO364859,2031-02-20,JQ763360,2030-06-23,2026-09-15,2019-07-17
EMP0029-20260914_000059,Leah,Rees,hollie98@example.org,1974-05-22,(0191) 496 0227,"Studio 8
White Bypass
Lake Abigail
G5W 5HG",Female,Riverbank General Hospitals NHS Trust,Asian,Thailand,Skilled Worker,Admin,Data Analyst,Clinical Support Services,8A,32.7,2023-03-04,2023-04-15,30.0,0.8,GMC,Permanent,Suspended,CT296917,2027-08-11,LK544356,2031-04-26,2027-08-15,2023-03-25
EMP0030-20260914_000059,Christine,Simpson,janet11@example.com,1978-05-08,+441914960158,"120 Dorothy Meadow
Lewisview
SG7 1YA",Female,Westborough Acute Care NHS Trust,Asian,Thailand,ILR,AHP,Speech Therapist,Medicine & Acute Care,6,26.46,2022-07-28,2022-08-25,15.0,0.4,GMC,Fixed Term,On Leave,LP908381,2030-10-20,OE190280,2027-10-01,2027-02-20,2022-08-18
EMP0031-20260914_000059,Declan,Stone,sharon54@example.org,1981-09-01,(0117) 4960125,"Studio 0
Joseph Burgs
East Joshborough
WD55 6RF",Female,Eastmoor Teaching Hospitals NHS Trust,Black,Nigeria,Dependent,Admin,Administrator,Clinical Support Services,3,14.72,2017-08-25,2017-10-06,15.0,0.4,HCPC,Bank,Suspended,HX640189,2028-08-31,JV841870,2030-08-15,2026-10-31,2017-09-15
EMP0032-20260914_000059,Rachael,Fletcher,melanie68@example.com,1970-07-28,(020)74960210,"Studio 77w
Damian Plains
West Angela
TR0B 6LP",Female,Meadowbrook Community Health NHS Trust,Black,Nigeria,British Citizen,AHP,Pharmacist,Emergency & Urgent Care,5,19.7,2019-04-17,2019-05-22,30.0,0.8,NMC,Permanent,On Leave,DC704696,2029-10-15,IC344796,2031-05-09,2026-11-30,2019-05-08
EMP0033-20260914_000059,Tom,Whitehead,brucekathleen@example.com,1984-05-25,(028) 9018 0913,"Flat 2
Stephen Row
Gardinerchester
M1B 0UN",Male,Greenhaven Acute & Specialist Care NHS Trust,Black,Kenya,British Citizen,Nursing,Charge Nurse,Critical Care & Anaesthesia,7,32.39,2021-08-20,2021-09-24,30.0,0.8,HCPC,Permanent,Active,SP301818,2027-11-11,NQ770427,2031-03-31,2027-08-27,2021-09-10
EMP0034-20260914_000059,Robert,Welch,robertspaula@example.com,1990-11-23,+44(0)28 9018 0240,"Flat 32
Vincent Mews
Jasminechester
N09 8UD",Male,Oakridge Community Services NHS Trust,White,United Kingdom,British Citizen,AHP,Pharmacist,Clinical Support Services,5,19.78,2016-10-24,2016-11-21,37.5,1.0,GMC,Permanent,Inactive,OT160742,2027-06-16,VO729663,2028-12-02,2026-12-24,2016-11-14
EMP0035-20260914_000059,Alex,Armstrong,deborahhopkins@example.net,1987-07-28,+44(0)191 4960502,"1 Carole Locks
New Neilburgh
N1 2BS",Male,Lakeside District Hospitals NHS Trust,Black,South Africa,ILR,Nursing,Charge Nurse,Women & Children,7,32.16,2019-01-20,2019-02-17,30.0,0.8,NMC,Fixed Term,Inactive,PZ360494,2031-02-09,HP714405,2026-12-29,2027-04-07,2019-02-10
EMP0036-20260914_000059,Denis,Humphreys,debrakelly@example.com,2007-04-03,(0161)4960308,"Flat 2
Perry Radial
East Kirsty
M6W 4JJ",Female,Midlands Central Hospitals NHS Trust,White,New Zealand,Dependent,AHP,Radiographer,Medicine & Acute Care,6,26.66,2025-01-16,2025-02-27,18.75,0.5,None,Bank,Inactive,ZT739593,2029-01-14,XU161710,2028-01-23,2026-11-18,2025-02-06
EMP0037-20260914_000059,Michelle,Burrows,wendyevans@example.org,1991-05-26,+44118 4960575,"Flat 43
Perkins Route
Lake Antonyfurt
E6K 4SS",Male,Riverbank General Hospitals NHS Trust,Black,Jamaica,Dependent,Nursing,Senior Staff Nurse,Surgery & Cancer,6,23.88,2016-10-22,2016-11-19,37.5,1.0,NMC,Permanent,Active,VF899849,2029-07-11,CN630854,2026-11-22,2027-01-09,2016-11-12
EMP0038-20260914_000059,Stanley,Lewis,nicholasdavies@example.com,1981-03-04,0909 8790054,"878 Conor Branch
East Lynne
E3 8BT",Female,Valleyview Mental Wellness NHS Trust,Mixed,Ghana,Skilled Worker,Nursing,Staff Nurse,Critical Care & Anaesthesia,5,23.06,2026-04-30,2026-06-04,20.0,0.53,NMC,Fixed Term,Inactive,IQ126886,2030-09-15,LV402087,2031-07-25,2027-05-23,2026-05-21
EMP0039-20260914_000059,Adrian,Walker,lwoods@example.com,1985-07-03,+44(0)1414960712,"Studio 76y
Stokes Extensions
Lawrenceport
SA9B 9HG",Male,Westmere Community Health NHS Trust,Mixed,China,British Citizen,Nursing,Charge Nurse,Medicine & Acute Care,7,32.95,2022-04-18,2022-05-30,15.0,0.4,NMC,Fixed Term,On Leave,BR367378,2027-09-09,EP842604,2027-09-15,2027-07-12,2022-05-09
EMP0040-20260914_000059,Allan,Fuller,ywilliams@example.org,1993-09-30,(0161) 496 0280,"060 Edwards Locks
North Russellmouth
CR17 2FP",Male,Valleyview Mental Wellness NHS Trust,Black,Nigeria,British Citizen,Admin,Medical Secretary,Medicine & Acute Care,4,17.81,2025-02-10,2025-03-10,30.0,0.8,NMC,Bank,Inactive,YM790451,2028-07-27,TL661337,2027-12-03,2027-02-17,2025-03-03
EMP0041-20260914_000059,Rachael,Adams,lucasaimee@example.com,2003-05-30,(0141) 4960653,"95 Tina Port
Annettebury
N7 0FT",Male,Horizon Integrated Health Partnership NHS Trust,Asian,Japan,British Citizen,Admin,Receptionist,Women & Children,3,14.2,2020-07-02,2020-07-30,30.0,0.8,None,Bank,Active,PW423115,2027-12-06,PH947800,2027-03-15,2027-02-07,2020-07-23
EMP0042-20260914_000059,Anne,Norris,ppalmer@example.com,1972-07-20,(0121) 496 0128,"304 Skinner Cove
South Duncanside
B1D 3ZF",Female,Meadowbrook Community Health NHS Trust,Mixed,Barbados,Dependent,Medical,Registrar,Surgery & Cancer,SPR,37.52,2023-05-05,2023-06-16,37.5,1.0,None,Permanent,Suspended,NC496307,2030-01-19,FV393131,2028-07-17,2027-07-08,2023-05-26
EMP0043-20260914_000059,Sandra,Berry,gordonkhan@example.net,1967-01-19,01614960031,"Studio 1
Davis Lake
South Kathryn
SW4 4AF",Male,Westborough Acute Care NHS Trust,Asian,India,Skilled Worker,Admin,Receptionist,Clinical Support Services,3,15.94,2017-09-30,2017-10-28,20.0,0.53,HCPC,Bank,Suspended,RF007298,2028-11-30,DI729722,2029-07-11,2026-10-12,2017-10-21
EMP0044-20260914_000059,Phillip,Blake,bethanywilliams@example.net,1999-05-02,(0909) 8790179,"98 Abbott Creek
Port Charlene
DG3 5YZ",Male,Midlands Central Hospitals NHS Trust,White,United States,ILR,Nursing,Charge Nurse,Medicine & Acute Care,7,26.74,2017-01-29,2017-02-26,20.0,0.53,HCPC,Fixed Term,On Leave,LZ597086,2029-05-15,BJ758552,2031-07-16,2027-01-12,2017-02-19
EMP0045-20260914_000059,Tony,Jones,joanneshaw@example.org,1994-03-09,(0191)4960396,"Studio 0
Chapman Cape
South Helen
WN2P 9QW",Female,Westborough Acute Care NHS Trust,Asian,India,Skilled Worker,Admin,Data Analyst,Critical Care & Anaesthesia,8A,32.93,2019-01-12,2019-02-09,20.0,0.53,HCPC,Fixed Term,Active,VX829606,2029-06-24,PZ888919,2030-01-23,2027-01-09,2019-02-02
EMP0046-20260914_000059,Janet,Morton,manningpamela@example.org,2005-03-03,(0808) 157 0805,"Studio 77e
Hart Trafficway
East Geraldinechester
M0K 1EJ",Male,Hillcrest Medical Centres NHS Trust,Black,Trinidad and Tobago,Skilled Worker,Medical,FY1/FY2,Critical Care & Anaesthesia,FY1,19.65,2024-08-28,2024-10-09,37.5,1.0,GMC,Permanent,Inactive,NC561067,2027-04-24,WU339265,2028-10-08,2027-05-29,2024-09-18
EMP0047-20260914_000059,Caroline,Savage,dawnandrews@example.net,1994-10-02,+44(0)1174960463,"Studio 82e
Hopkins Fork
Dylanberg
E8B 0XJ",Male,Horizon Integrated Health Partnership NHS Trust,White,United Kingdom,British Citizen,Medical,FY1/FY2,Emergency & Urgent Care,FY1,21.05,2019-05-06,2019-06-03,37.5,1.0,NMC,Bank,Active,ZQ354587,2027-03-16,DD807536,2031-04-24,2027-01-07,2019-05-27
EMP0048-20260914_000059,Hazel,King,raymondsmith@example.net,1979-03-13,+44(0)1134960078,"Flat 68
Rita Alley
West Jeanhaven
IP4Y 6DQ",Female,Westborough Acute Care NHS Trust,Asian,Japan,Dependent,Medical,FY1/FY2,Corporate Services,FY1,19.07,2023-05-09,2023-06-13,20.0,0.53,NMC,Bank,Active,RI268902,2031-04-02,ES372515,2028-08-25,2027-06-20,2023-05-30
EMP0049-20260914_000059,Robin,Schofield,griffithscarole@example.com,1977-01-05,+44(0)808 1570949,"43 Kyle Motorway
Francescaland
SE93 6DN",Female,Meadowbrook Community Health NHS Trust,White,United Kingdom,Dependent,AHP,Physiologist,Critical Care & Anaesthesia,6,25.24,2023-06-10,2023-07-08,30.0,0.8,GMC,Fixed Term,Inactive,OR521964,2030-03-21,XH753151,2030-11-23,2027-04-09,2023-07-01
EMP0050-20260914_000059,Victoria,Collier,rbegum@example.net,1983-02-19,09098790857,"77 Howard Heights
Waltersfurt
G3 1DY",Male,Northwood Mental Health NHS Trust,Mixed,Canada,Skilled Worker,Medical,GP,Emergency & Urgent Care,GP,47.59,2021-11-15,2021-12-13,18.75,0.5,None,Permanent,Suspended,LK724069,2028-09-17,HQ689085,2027-09-29,2026-10-27,2021-12-06
EMP0051-20260914_000059,Elliot,Williams,dnoble@example.org,1978-01-02,+441164960096,"0 Rees Ford
Burrowsport
TQ9 2XP",Male,Midlands Central Hospitals NHS Trust,Mixed,New Zealand,British Citizen,Admin,Administrator,Clinical Support Services,3,15.79,2020-08-18,2020-09-15,15.0,0.4,HCPC,Bank,On Leave,UF717585,2031-05-23,ZQ479733,2027-11-24,2027-07-19,2020-09-08
EMP0052-20260914_000059,Mathew,Fitzgerald,brobertson@example.net,1991-03-06,+441632 960 960,"Flat 79
Butcher Island
Wardmouth
L9W 4NP",Female,Lakeside District Hospitals NHS Trust,Black,Ghana,British Citizen,Admin,Medical Secretary,Surgery & Cancer,4,16.37,2016-10-12,2016-11-16,20.0,0.53,GMC,Fixed Term,Inactive,WC560750,2026-11-11,AY481087,2027-01-27,2027-04-18,2016-11-02
EMP0053-20260914_000059,Terence,Hill,fchambers@example.net,1996-12-23,+44(0)909 8790083,"Flat 51
Davey Summit
Port Mathewtown
PA5 8QL",Female,Riverbank General Hospitals NHS Trust,Mixed,Japan,ILR,Medical,Consultant,Surgery & Cancer,CONS,66.76,2017-09-26,2017-11-07,18.75,0.5,HCPC,Fixed Term,Active,KQ324666,2028-11-20,HH582225,2028-01-12,2026-10-02,2017-10-17
EMP0054-20260914_000059,Julie,Collins,andersonjosh@example.org,1999-11-12,+44116 496 0838,"Flat 97D
Harrison Mountains
South Sarah
W5 1NU",Female,Riverbank General Hospitals NHS Trust,Black,Trinidad and Tobago,British Citizen,Nursing,Ward Manager,Emergency & Urgent Care,8A,34.41,2017-07-18,2017-08-15,37.5,1.0,GMC,Bank,On Leave,PN439405,2026-09-19,EM453054,2029-02-27,2027-02-14,2017-08-08
EMP0055-20260914_000059,Janice,Watts,normansamuel@example.org,1973-01-11,+44(0)20 7496 0083,"Flat 07V
Cooper Greens
Geoffreyfort
S52 6JU",Male,Lakeside District Hospitals NHS Trust,Mixed,Japan,Skilled Worker,Medical,SHO,Clinical Support Services,SHO,29.93,2020-04-17,2020-05-15,20.0,0.53,None,Permanent,Active,KC544781,2027-01-06,OR348195,2029-01-17,2026-11-19,2020-05-08
EMP0056-20260914_000059,Martyn,Edwards,spencerliam@example.org,1971-11-22,(0909) 8790540,"483 Daniel Fork
West Gillianfurt
N8F 3PY",Female,Midlands Central Hospitals NHS Trust,Asian,Thailand,ILR,AHP,Radiographer,Women & Children,6,25.07,2023-02-02,2023-03-02,20.0,0.53,NMC,Bank,On Leave,ZI887012,2031-04-09,BT705494,2029-01-06,2027-03-29,2023-02-23
EMP0057-20260914_000059,Charlotte,Stevens,murrayfrederick@example.net,1966-09-14,(028) 9018 0718,"Flat 84J
Jacqueline Island
North Lucyfurt
E7 7GL",Male,Broadfield Clinical Services NHS Trust,Asian,Japan,ILR,AHP,Physiologist,Surgery & Cancer,6,25.56,2021-10-07,2021-11-18,20.0,0.53,HCPC,Bank,Active,RJ085023,2030-03-08,DT049122,2028-12-28,2027-02-28,2021-10-28
EMP0058-20260914_000059,Natalie,Norris,rachaelgill@example.com,1967-06-02,0306 999 0440,"Studio 72W
Henry Landing
Louisshire
ML19 8AW",Female,Lakeside District Hospitals NHS Trust,White,Canada,British Citizen,Medical,GP,Critical Care & Anaesthesia,GP,48.41,2024-01-11,2024-02-08,15.0,0.4,HCPC,Fixed Term,Inactive,NP872290,2031-09-11,RI545904,2030-05-02,2027-02-13,2024-02-01
EMP0059-20260914_000059,Albert,Barber,xtaylor@example.com,1983-05-07,+44(0)28 9018 0673,"Studio 4
Rhys Plaza
Port Nataliestad
JE4P 6FR",Male,Horizon Integrated Health Partnership NHS Trust,Black,Ghana,Skilled Worker,AHP,Occupational Therapist,Emergency & Urgent Care,6,27.62,2025-08-09,2025-09-13,15.0,0.4,HCPC,Bank,Inactive,ME197835,2027-11-22,IO020412,2031-01-18,2027-07-08,2025-08-30
EMP0060-20260914_000059,Donna,Armstrong,owilkinson@example.com,1986-10-30,(020)74960982,"7 Conor Plain
South Bethany
WR5 4YF",Male,Hillcrest Medical Centres NHS Trust,White,New Zealand,Dependent,Nursing,Ward Manager,Critical Care & Anaesthesia,8A,29.77,2021-03-11,2021-04-22,18.75,0.5,HCPC,Bank,On Leave,KG211125,2027-03-13,IK437606,2027-01-01,2027-04-10,2021-04-01
EMP0061-20260914_000059,Francesca,Roberts,francescabennett@example.com,1996-05-27,(020)74960036,"Studio 58
Howard Track
North Lorraine
ML52 8ZY",Male,Northshire University Hospitals NHS Trust,Black,Jamaica,British Citizen,AHP,Physiologist,Emergency & Urgent Care,6,27.92,2022-01-28,2022-03-11,37.5,1.0,HCPC,Bank,Inactive,TD872540,2028-08-08,YR039213,2029-08-21,2027-08-07,2022-02-18
EMP0062-20260914_000059,George,Fox,noblesara@example.org,1965-04-26,+44909 879 0692,"Studio 46D
White Springs
New Christopherbury
S82 4JT",Female,Riverbank General Hospitals NHS Trust,Mixed,South Africa,Skilled Worker,Admin,Administrator,Critical Care & Anaesthesia,3,15.21,2020-07-31,2020-09-04,20.0,0.53,None,Bank,Active,OM381600,2030-09-15,KC158133,2030-07-23,2026-09-18,2020-08-21
EMP0063-20260914_000059,Geoffrey,Morgan,fwatson@example.org,1988-08-28,028 9018901,"Studio 8
Callum Fall
South Liamton
BA1H 9JR",Male,Westmere Community Health NHS Trust,Asian,China,British Citizen,AHP,Physiologist,Clinical Support Services,6,22.9,2023-08-21,2023-09-25,18.75,0.5,NMC,Fixed Term,Suspended,YM103105,2026-10-01,AL138804,2028-09-25,2026-11-09,2023-09-11
EMP0064-20260914_000059,Beverley,Davis,jennametcalfe@example.org,1999-11-16,+441144960393,"7 Frances Knoll
Mohammedchester
W1 5QS",Male,Northwood Mental Health NHS Trust,White,Australia,Dependent,Medical,Registrar,Medicine & Acute Care,SPR,37.75,2025-02-11,2025-03-18,37.5,1.0,None,Bank,Active,HW764950,2028-08-02,OA352056,2028-11-03,2027-03-25,2025-03-04
