booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00000026-20260916_215328,2026-06-06,00:00:00,10:00:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP1083-20260916_215328,Jade Burgess,Emergency Cover,2024-11-19
BR-00000027-20260916_215328,2027-02-24,04:45:00,11:45:00,Meadowbrook Community Health NHS Trust,Admin,Obstetrics,Women & Children,Administrator,Receptionist,3,13.33,16.41,EMP0150-20260916_215328,Rhys Pearson,Increased Patient Demand,2025-09-13
BR-00000028-20260916_215328,2026-10-27,11:30:00,16:30:00,Hillcrest Medical Centres NHS Trust,Medical,Pathology,Clinical Support Services,Registrar,Consultant,CONS,48.72,71.79,EMP0909-20260916_215328,Hilary Talbot,Increased Patient Demand,2026-06-11
BR-00000029-20260916_215328,2026-09-28,08:45:00,13:45:00,Riverbank General Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Nursery Nurse,Ward Manager,8A,28.21,35.9,EMP0986-20260916_215328,Dr Shane Houghton,Training Cover,2026-03-02
BR-00000030-20260916_215328,2027-07-19,10:15:00,13:15:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Obstetrics,Women & Children,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0248-20260916_215328,Francis Cook,Night Shift Cover,2026-08-01
BR-00000031-20260916_215328,2025-09-19,19:30:00,21:30:00,Westmere Community Health NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0211-20260916_215328,June Morgan,Weekend Cover,2025-05-16
BR-00000032-20260916_215328,2025-10-03,05:30:00,11:30:00,Hillcrest Medical Centres NHS Trust,Admin,Communications,Corporate Services,Administrator,Receptionist,3,13.33,16.41,EMP0717-20260916_215328,Charlie Hughes,Operational Requirement,2024-12-15
BR-00000033-20260916_215328,2025-10-08,04:15:00,14:15:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP0330-20260916_215328,Carolyn Brooks,Additional Patient Safety Cover,2025-08-05
BR-00000034-20260916_215328,2025-10-01,19:30:00,05:30:00,Southvale Hospitals NHS Trust,Nursing,Finance,Corporate Services,Charge Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0825-20260916_215328,Mrs Kim Hargreaves,Staff Shortage,2026-02-17
BR-00000035-20260916_215328,2027-06-03,21:30:00,22:30:00,Horizon Integrated Health Partnership NHS Trust,AHP,Pharmacy,Clinical Support Services,Occupational Therapist,Pharmacist,5,18.97,23.08,EMP0709-20260916_215328,Megan Jones-Davies,Increased Patient Demand,2025-03-06
BR-00000036-20260916_215328,2027-06-18,10:00:00,13:00:00,Oakridge Community Services NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,SHO,GP,GP,46.15,61.54,EMP0483-20260916_215328,Frances Williams,Ward Capacity Increase,2024-12-04
BR-00000037-20260916_215328,2027-04-12,21:45:00,06:45:00,Oakridge Community Services NHS Trust,Admin,Dermatology,Medicine & Acute Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP0770-20260916_215328,Dr Hannah Slater,Night Shift Cover,2024-10-11
BR-00000038-20260916_215328,2026-03-05,09:15:00,12:15:00,Oakridge Community Services NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0163-20260916_215328,Donna Wood,Staff Redeployment,2025-09-18
BR-00000039-20260916_215328,2026-11-19,22:00:00,06:00:00,Lakeside District Hospitals NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Consultant,GP,GP,46.15,61.54,EMP1052-20260916_215328,Kerry Bell-Morris,Additional Patient Safety Cover,2024-11-20
BR-00000040-20260916_215328,2025-11-30,19:45:00,21:45:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Neurosurgery,Surgery & Cancer,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0220-20260916_215328,Olivia Chapman,Staff Redeployment,2025-09-26
BR-00000041-20260916_215328,2026-09-10,01:30:00,12:30:00,Meadowbrook Community Health NHS Trust,Medical,Rheumatology,Medicine & Acute Care,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0367-20260916_215328,Mr Simon Edwards,Bank Holiday Cover,2025-01-29
BR-00000042-20260916_215328,2027-05-09,05:45:00,13:45:00,Northshire University Hospitals NHS Trust,Nursing,Nephrology,Medicine & Acute Care,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0938-20260916_215328,Linda Bruce,Staff Shortage,2026-09-09
BR-00000043-20260916_215328,2026-04-07,06:15:00,12:15:00,Southgate Community & Mental Health NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0675-20260916_215328,Mrs Eleanor Singh,Ward Capacity Increase,2025-09-09
BR-00000044-20260916_215328,2027-08-23,22:00:00,07:00:00,Valleyview Mental Wellness NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,GP,GP,GP,46.15,61.54,EMP0624-20260916_215328,Amelia Harris,Increased Patient Demand,2026-08-28
BR-00000045-20260916_215328,2025-12-13,11:45:00,12:45:00,Horizon Integrated Health Partnership NHS Trust,AHP,Facilities Management,Corporate Services,Physiotherapist,Physiologist,6,22.56,28.21,EMP0223-20260916_215328,Francis Price,Ward Capacity Increase,2026-02-05
BR-00000046-20260916_215328,2027-08-15,12:30:00,14:30:00,Riverbank General Hospitals NHS Trust,Admin,Geriatrics,Medicine & Acute Care,Data Analyst,Receptionist,3,13.33,16.41,EMP0398-20260916_215328,Amy Black,Emergency Cover,2025-09-26
BR-00000047-20260916_215328,2027-05-13,23:30:00,01:30:00,Meadowbrook Community Health NHS Trust,Nursing,Communications,Corporate Services,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0590-20260916_215328,Dr Roger Roberts,Weekend Cover,2026-01-04
BR-00000048-20260916_215328,2027-09-05,22:15:00,07:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Pharmacy,Clinical Support Services,Senior Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0639-20260916_215328,Carol Scott-Waters,Maternity Leave Cover,2026-08-19
BR-00000049-20260916_215328,2026-04-26,05:45:00,12:45:00,Midlands Central Hospitals NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Medical Secretary,Administrator,3,13.33,16.41,EMP1179-20260916_215328,Scott Spencer,Additional Patient Safety Cover,2026-07-09
BR-00000050-20260916_215328,2027-06-05,10:15:00,17:15:00,Westborough Acute Care NHS Trust,Medical,Human Resources,Corporate Services,Consultant,Registrar,SPR,33.33,43.59,EMP0126-20260916_215328,Leon Taylor,Study Leave Cover,2025-01-17
BR-00000051-20260916_215328,2027-06-27,06:00:00,08:00:00,Lakeside District Hospitals NHS Trust,Medical,Pathology,Clinical Support Services,Registrar,FY1/FY2,FY1,18.46,21.54,EMP1002-20260916_215328,Mary Pollard,Additional Patient Safety Cover,2024-10-25
BR-00000052-20260916_215328,2026-04-13,21:30:00,00:30:00,Oakridge Community Services NHS Trust,Nursing,Facilities Management,Corporate Services,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0551-20260916_215328,Dr Craig Clark,Staff Shortage,2026-06-27
BR-00000053-20260916_215328,2026-08-26,21:45:00,09:45:00,Southvale Hospitals NHS Trust,AHP,Communications,Corporate Services,Speech Therapist,Physiotherapist,6,22.56,28.21,EMP0229-20260916_215328,Callum Lawson,Maternity Leave Cover,2025-02-12
BR-00000054-20260916_215328,2027-02-07,20:45:00,00:45:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Paediatrics,Women & Children,SHO,FY1/FY2,FY1,18.46,21.54,EMP0549-20260916_215328,Mr Bruce Watson,Weekend Cover,2025-06-10
BR-00000055-20260916_215328,2027-07-14,00:15:00,11:15:00,Meadowbrook Community Health NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0533-20260916_215328,Adam Howard,Operational Requirement,2024-09-19
BR-00000056-20260916_215328,2025-11-03,10:15:00,21:15:00,Northshire University Hospitals NHS Trust,Admin,IT Support,Corporate Services,Administrator,Receptionist,3,13.33,16.41,EMP0084-20260916_215328,Clare Sutton,Operational Requirement,2026-07-18
BR-00000057-20260916_215328,2027-08-01,17:30:00,22:30:00,Broadfield Clinical Services NHS Trust,Nursing,Geriatrics,Medicine & Acute Care,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0330-20260916_215328,Dylan Martin,Specialist Skills Required,2025-03-22
BR-00000058-20260916_215328,2026-10-02,05:00:00,11:00:00,Westborough Acute Care NHS Trust,Medical,ENT Surgery,Surgery & Cancer,Consultant,GP,GP,46.15,61.54,EMP1138-20260916_215328,Dr Henry Bibi,Increased Patient Demand,2026-03-06
BR-00000059-20260916_215328,2027-02-03,21:45:00,02:45:00,Horizon Integrated Health Partnership NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Registrar,GP,GP,46.15,61.54,EMP0456-20260916_215328,Francesca Harris-John,Operational Requirement,2025-06-04
BR-00000060-20260916_215328,2026-05-29,23:45:00,00:45:00,Northwood Mental Health NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Nursery Nurse,Staff Nurse,5,18.97,23.08,EMP0801-20260916_215328,Beth Barker-Sutton,High Acuity Patients,2025-02-07
BR-00000061-20260916_215328,2027-06-15,10:45:00,20:45:00,Meadowbrook Community Health NHS Trust,Nursing,Finance,Corporate Services,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0596-20260916_215328,Stephanie Osborne,Maternity Leave Cover,2025-06-25
BR-00000062-20260916_215328,2026-08-18,17:00:00,21:00:00,Hillcrest Medical Centres NHS Trust,Medical,Radiology,Clinical Support Services,GP,Registrar,SPR,33.33,43.59,EMP0129-20260916_215328,Charlie Wilson-Harper,Training Cover,2026-03-31
BR-00000063-20260916_215328,2027-04-17,13:15:00,20:15:00,Southvale Hospitals NHS Trust,Medical,ENT Surgery,Surgery & Cancer,FY1/FY2,SHO,SHO,23.08,30.77,EMP0561-20260916_215328,Linda Jarvis,Planned Leave Cover,2026-09-10
BR-00000064-20260916_215328,2027-05-17,16:30:00,17:30:00,Northwood Mental Health NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP1152-20260916_215328,Garry Walters,Specialist Skills Required,2024-10-09
BR-00000065-20260916_215328,2026-02-21,01:00:00,08:00:00,Valleyview Mental Wellness NHS Trust,Admin,Dermatology,Medicine & Acute Care,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP1180-20260916_215328,Sian Jones,Staff Shortage,2025-06-02
BR-00000066-20260916_215328,2026-01-18,03:15:00,08:15:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,General Surgery,Surgery & Cancer,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0401-20260916_215328,Olivia Walker,New Service Requirement,2025-01-18
BR-00000067-20260916_215328,2027-05-21,07:00:00,12:00:00,Southvale Hospitals NHS Trust,Nursing,Gynaecology,Women & Children,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP1105-20260916_215328,Miss Kathleen Morgan,Specialist Skills Required,2026-06-04
BR-00000068-20260916_215328,2025-09-18,07:45:00,19:45:00,Oakridge Community Services NHS Trust,AHP,Finance,Corporate Services,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0851-20260916_215328,Ms Chloe Read,Staff Redeployment,2025-09-29
BR-00000069-20260916_215328,2026-06-02,23:00:00,07:00:00,Southvale Hospitals NHS Trust,Medical,Haematology,Medicine & Acute Care,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0148-20260916_215328,Joanne Wilson,Weekend Cover,2025-01-25
BR-00000070-20260916_215328,2026-07-24,22:00:00,06:00:00,Meadowbrook Community Health NHS Trust,Medical,Obstetrics,Women & Children,Consultant,SHO,SHO,23.08,30.77,EMP0118-20260916_215328,Amy Reed,Unexpected Absence,2026-01-01
BR-00000071-20260916_215328,2026-02-25,04:15:00,15:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0258-20260916_215328,Jean Williams-O'Brien,Operational Requirement,2025-12-09
BR-00000072-20260916_215328,2026-12-06,08:45:00,09:45:00,Riverside Integrated Care NHS Trust,AHP,IT Support,Corporate Services,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0669-20260916_215328,Neil Evans-Morris,Emergency Cover,2025-11-08
BR-00000073-20260916_215328,2027-01-12,01:15:00,02:15:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Data Analyst,Administrator,3,13.33,16.41,EMP0140-20260916_215328,Margaret Lloyd,Night Shift Cover,2024-11-07
BR-00000074-20260916_215328,2027-03-21,10:45:00,16:45:00,Southgate Community & Mental Health NHS Trust,Nursing,Human Resources,Corporate Services,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP1155-20260916_215328,Damian Mills,Annual Leave Cover,2024-11-20
BR-00000075-20260916_215328,2027-05-26,01:45:00,13:45:00,Valleyview Mental Wellness NHS Trust,Medical,Human Resources,Corporate Services,FY1/FY2,SHO,SHO,23.08,30.77,EMP0970-20260916_215328,Mrs Grace Welch,Study Leave Cover,2025-01-05
BR-00000076-20260916_215328,2026-05-27,17:00:00,22:00:00,Southgate Community & Mental Health NHS Trust,AHP,Obstetrics,Women & Children,Pharmacist,Radiographer,6,22.56,28.21,EMP0372-20260916_215328,Andrea Davidson,Unexpected Absence,2026-04-27
BR-00000077-20260916_215328,2025-12-13,11:45:00,22:45:00,Northshire University Hospitals NHS Trust,Medical,General Surgery,Surgery & Cancer,Registrar,Registrar,SPR,33.33,43.59,EMP1084-20260916_215328,Sandra Perry,Annual Leave Cover,2025-12-23
BR-00000078-20260916_215328,2026-02-15,01:45:00,03:45:00,Riverside Integrated Care NHS Trust,Medical,Acute Medicine,Medicine & Acute Care,Registrar,Registrar,SPR,33.33,43.59,EMP0707-20260916_215328,Iain Brown,Increased Patient Demand,2024-10-21
BR-00000079-20260916_215328,2027-02-07,00:45:00,03:45:00,Eastfield Psychological Services NHS Trust,Nursing,Geriatrics,Medicine & Acute Care,Healthcare Assistant,Nursery Nurse,2,12.31,14.36,EMP0494-20260916_215328,Craig Bell,Ward Capacity Increase,2026-04-22
BR-00000080-20260916_215328,2027-03-20,23:30:00,02:30:00,Westmere Community Health NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Data Analyst,Administrator,3,13.33,16.41,EMP0694-20260916_215328,Ms Gail Adams,Increased Patient Demand,2026-06-30
BR-00000081-20260916_215328,2026-10-21,00:45:00,12:45:00,Hillcrest Medical Centres NHS Trust,Admin,Neurology,Medicine & Acute Care,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0088-20260916_215328,Mr Jay Watts,Staff Shortage,2026-06-05
BR-00000082-20260916_215328,2027-08-04,21:00:00,04:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,ENT Surgery,Surgery & Cancer,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0824-20260916_215328,Ms Alexandra Ward,Weekend Cover,2024-09-26
BR-00000083-20260916_215328,2027-08-20,03:45:00,10:45:00,Southvale Hospitals NHS Trust,Nursing,Obstetrics,Women & Children,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0930-20260916_215328,Denise Stevens,Annual Leave Cover,2025-08-01
BR-00000084-20260916_215328,2026-01-09,17:30:00,04:30:00,Meadowbrook Community Health NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Administrator,Administrator,3,13.33,16.41,EMP1011-20260916_215328,Ms Dawn Moore,Staff Shortage,2025-05-12
BR-00000085-20260916_215328,2027-04-01,17:45:00,19:45:00,Eastfield Psychological Services NHS Trust,AHP,IT Support,Corporate Services,Physiotherapist,Pharmacist,5,18.97,23.08,EMP0119-20260916_215328,Brandon Barnett,Unexpected Absence,2025-08-24
BR-00000086-20260916_215328,2026-08-15,00:30:00,06:30:00,Riverside Integrated Care NHS Trust,Nursing,General Surgery,Surgery & Cancer,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP0148-20260916_215328,Mr Glenn Brown,Staff Shortage,2025-11-03
BR-00000087-20260916_215328,2025-12-20,23:45:00,04:45:00,Midlands Central Hospitals NHS Trust,Admin,Postnatal Care,Women & Children,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0825-20260916_215328,Terence Ali,Planned Leave Cover,2025-11-07
BR-00000088-20260916_215328,2027-07-17,20:00:00,23:00:00,Northshire University Hospitals NHS Trust,Admin,Haematology,Medicine & Acute Care,Receptionist,Medical Secretary,4,15.38,19.49,EMP0453-20260916_215328,Dr Vincent Smith,Weekend Cover,2026-01-10
BR-00000089-20260916_215328,2027-08-04,06:30:00,12:30:00,Westmere Community Health NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,SHO,FY1/FY2,FY1,18.46,21.54,EMP0108-20260916_215328,Mrs Helen Crawford,New Service Requirement,2026-01-15
BR-00000090-20260916_215328,2027-07-11,02:45:00,04:45:00,Northwood Mental Health NHS Trust,Nursing,Orthopaedics,Surgery & Cancer,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0659-20260916_215328,Dale Evans,Increased Patient Demand,2025-06-09
BR-00000091-20260916_215328,2026-07-24,13:00:00,22:00:00,Horizon Integrated Health Partnership NHS Trust,AHP,ENT Surgery,Surgery & Cancer,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP1187-20260916_215328,Hollie Bradley,Increased Patient Demand,2025-06-22
BR-00000092-20260916_215328,2027-03-28,23:00:00,04:00:00,Eastfield Psychological Services NHS Trust,Nursing,Infectious Diseases,Medicine & Acute Care,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0265-20260916_215328,Judith Pratt-Brown,Operational Requirement,2025-07-16
BR-00000093-20260916_215328,2027-04-30,15:00:00,00:00:00,Broadfield Clinical Services NHS Trust,Medical,Obstetrics,Women & Children,Registrar,Registrar,SPR,33.33,43.59,EMP0435-20260916_215328,Dr Gail Richards,New Service Requirement,2025-01-05
BR-00000094-20260916_215328,2026-03-31,05:45:00,17:45:00,Oakridge Community Services NHS Trust,Nursing,Neurosurgery,Surgery & Cancer,Ward Manager,Senior Staff Nurse,6,22.56,28.21,EMP0907-20260916_215328,Miss Hazel Jones,Bank Holiday Cover,2026-07-23
BR-00000095-20260916_215328,2026-05-21,01:00:00,10:00:00,Meadowbrook Community Health NHS Trust,Admin,Human Resources,Corporate Services,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0920-20260916_215328,Annette Thompson,Increased Patient Demand,2025-08-06
BR-00000096-20260916_215328,2026-07-06,14:45:00,01:45:00,Meadowbrook Community Health NHS Trust,Nursing,Paediatrics,Women & Children,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0541-20260916_215328,Miss Alexandra Campbell,Maternity Leave Cover,2025-01-09
BR-00000097-20260916_215328,2026-09-25,17:00:00,22:00:00,Northwood Mental Health NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0212-20260916_215328,Wayne Miller,Additional Patient Safety Cover,2025-09-23
BR-00000098-20260916_215328,2027-04-13,21:00:00,04:00:00,Eastfield Psychological Services NHS Trust,Admin,Pathology,Clinical Support Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0683-20260916_215328,Damian Wilkinson,Planned Leave Cover,2025-06-26
BR-00000099-20260916_215328,2026-09-11,17:30:00,01:30:00,Valleyview Mental Wellness NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Radiographer,Radiographer,6,22.56,28.21,EMP0194-20260916_215328,Chloe Anderson,Annual Leave Cover,2026-07-31
BR-00000100-20260916_215328,2026-12-01,02:15:00,06:15:00,Eastfield Psychological Services NHS Trust,Admin,Human Resources,Corporate Services,Administrator,Administrator,3,13.33,16.41,EMP1121-20260916_215328,Mrs Sophie Young,Emergency Cover,2025-10-13
BR-00000101-20260916_215328,2026-07-03,08:15:00,11:15:00,Broadfield Clinical Services NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,Registrar,Registrar,SPR,33.33,43.59,EMP0189-20260916_215328,Gavin Anderson-Hunt,Training Cover,2025-09-04
BR-00000102-20260916_215328,2025-09-17,12:30:00,14:30:00,Northshire University Hospitals NHS Trust,Medical,Orthopaedics,Surgery & Cancer,SHO,Registrar,SPR,33.33,43.59,EMP0882-20260916_215328,Dorothy Smart,Additional Patient Safety Cover,2025-03-30
