booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00000045-20260916_214726,2026-07-09,01:00:00,06:00:00,Westmere Community Health NHS Trust,Nursing,Radiology,Clinical Support Services,Senior Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0936-20260916_214726,Valerie Dawson,Staff Redeployment,2026-05-23
BR-00000046-20260916_214726,2027-07-05,14:45:00,20:45:00,Westborough Acute Care NHS Trust,AHP,General Surgery,Surgery & Cancer,Pharmacist,Radiographer,6,22.56,28.21,EMP0541-20260916_214726,Dr Martin Gilbert,Staff Shortage,2026-05-15
BR-00000047-20260916_214726,2025-12-14,23:00:00,01:00:00,Riverbank General Hospitals NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Receptionist,Medical Secretary,4,15.38,19.49,EMP0183-20260916_214726,Jamie Clarke,High Acuity Patients,2024-10-16
BR-00000048-20260916_214726,2027-07-25,13:45:00,15:45:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Oncology,Medicine & Acute Care,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0979-20260916_214726,Lorraine Norman,Maternity Leave Cover,2026-08-10
BR-00000049-20260916_214726,2027-09-02,16:00:00,17:00:00,Northwood Mental Health NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0667-20260916_214726,Jasmine Grant,Increased Patient Demand,2025-12-27
BR-00000050-20260916_214726,2027-09-04,15:00:00,22:00:00,Riverbank General Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0135-20260916_214726,Gerald Ward,Study Leave Cover,2025-04-16
BR-00000051-20260916_214726,2027-01-03,18:15:00,01:15:00,Valleyview Mental Wellness NHS Trust,Medical,Rheumatology,Medicine & Acute Care,SHO,GP,GP,46.15,61.54,EMP0597-20260916_214726,Suzanne Thomas-Marsden,Unexpected Absence,2026-08-09
BR-00000052-20260916_214726,2027-06-04,10:30:00,16:30:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0870-20260916_214726,Jill Patel,Emergency Cover,2025-11-09
BR-00000053-20260916_214726,2026-05-09,11:15:00,14:15:00,Northwood Mental Health NHS Trust,Medical,Oncology,Medicine & Acute Care,Consultant,SHO,SHO,23.08,30.77,EMP0931-20260916_214726,Abigail Robson-Joyce,Sickness Cover,2026-03-28
BR-00000054-20260916_214726,2027-02-20,21:00:00,04:00:00,Meadowbrook Community Health NHS Trust,Admin,Breast Surgery,Surgery & Cancer,Administrator,Data Analyst,8A,28.21,35.9,EMP0263-20260916_214726,Mr Joe Walker,Training Cover,2025-04-09
BR-00000055-20260916_214726,2025-10-16,07:15:00,14:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0477-20260916_214726,Stanley Evans,High Acuity Patients,2026-04-27
BR-00000056-20260916_214726,2027-02-07,22:30:00,01:30:00,Southgate Community & Mental Health NHS Trust,AHP,ENT Surgery,Surgery & Cancer,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0602-20260916_214726,Gail Welch-Allen,Maternity Leave Cover,2026-05-13
BR-00000057-20260916_214726,2027-05-17,14:15:00,19:15:00,Meadowbrook Community Health NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Physiologist,Radiographer,6,22.56,28.21,EMP0244-20260916_214726,Kate Wood,Night Shift Cover,2026-04-03
BR-00000058-20260916_214726,2026-02-26,22:45:00,08:45:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Receptionist,Receptionist,3,13.33,16.41,EMP0290-20260916_214726,Iain Gordon,Weekend Cover,2025-01-16
BR-00000059-20260916_214726,2026-10-22,03:45:00,12:45:00,Valleyview Mental Wellness NHS Trust,Medical,Neurosurgery,Surgery & Cancer,SHO,SHO,SHO,23.08,30.77,EMP0706-20260916_214726,Malcolm Williamson,Staff Shortage,2025-04-15
BR-00000060-20260916_214726,2027-01-30,17:15:00,04:15:00,Southgate Community & Mental Health NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Receptionist,Administrator,3,13.33,16.41,EMP0150-20260916_214726,Dr Brenda Bolton,High Acuity Patients,2026-03-25
BR-00000061-20260916_214726,2027-04-23,15:45:00,19:45:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Finance,Corporate Services,Data Analyst,Administrator,3,13.33,16.41,EMP1194-20260916_214726,Shannon Jones-Evans,Operational Requirement,2025-01-25
BR-00000062-20260916_214726,2026-03-05,00:45:00,10:45:00,Northwood Mental Health NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP1038-20260916_214726,Nicholas Humphries,Increased Patient Demand,2026-05-10
BR-00000063-20260916_214726,2027-02-28,04:15:00,05:15:00,Southgate Community & Mental Health NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Ward Manager,Nursery Nurse,2,12.31,14.36,EMP0495-20260916_214726,Hollie Shah,Maternity Leave Cover,2025-01-29
BR-00000064-20260916_214726,2027-08-18,11:30:00,23:30:00,Horizon Integrated Health Partnership NHS Trust,Admin,Breast Surgery,Surgery & Cancer,Administrator,Medical Secretary,4,15.38,19.49,EMP0733-20260916_214726,Lynn Spencer,Additional Patient Safety Cover,2025-03-02
BR-00000065-20260916_214726,2025-11-17,17:00:00,23:00:00,Broadfield Clinical Services NHS Trust,Admin,Radiology,Clinical Support Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP0845-20260916_214726,Ian Nelson,Increased Patient Demand,2025-06-14
BR-00000066-20260916_214726,2026-06-28,23:15:00,04:15:00,Riverbank General Hospitals NHS Trust,Nursing,Pharmacy,Clinical Support Services,Charge Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0146-20260916_214726,Daniel Parker,Bank Holiday Cover,2026-04-13
BR-00000067-20260916_214726,2026-11-16,08:00:00,11:00:00,Eastfield Psychological Services NHS Trust,AHP,Paediatrics,Women & Children,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP1067-20260916_214726,Denis Jones,High Acuity Patients,2024-12-08
BR-00000068-20260916_214726,2027-07-23,20:00:00,07:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Ambulance Services,Emergency & Urgent Care,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0199-20260916_214726,Rebecca Carter,Weekend Cover,2024-11-25
BR-00000069-20260916_214726,2027-07-02,07:45:00,08:45:00,Northshire University Hospitals NHS Trust,Nursing,Communications,Corporate Services,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0540-20260916_214726,Daniel White,Staff Shortage,2025-06-26
BR-00000070-20260916_214726,2026-06-24,19:00:00,05:00:00,Northwood Mental Health NHS Trust,AHP,Pharmacy,Clinical Support Services,Physiotherapist,Radiographer,6,22.56,28.21,EMP0589-20260916_214726,Shirley Smith,Bank Holiday Cover,2025-12-24
BR-00000071-20260916_214726,2026-04-01,04:15:00,11:15:00,Hillcrest Medical Centres NHS Trust,Medical,Colorectal Surgery,Surgery & Cancer,GP,GP,GP,46.15,61.54,EMP1153-20260916_214726,Marcus James-Richardson,Planned Leave Cover,2026-08-28
BR-00000072-20260916_214726,2026-07-06,01:45:00,10:45:00,Midlands Central Hospitals NHS Trust,Nursing,Orthopaedics,Surgery & Cancer,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0401-20260916_214726,Holly Porter,Staff Shortage,2025-03-14
BR-00000073-20260916_214726,2026-07-10,20:00:00,06:00:00,Southgate Community & Mental Health NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP1110-20260916_214726,Beth Potter,Additional Patient Safety Cover,2025-10-06
BR-00000074-20260916_214726,2027-08-03,14:45:00,02:45:00,Southvale Hospitals NHS Trust,Admin,Orthopaedics,Surgery & Cancer,Administrator,Data Analyst,8A,28.21,35.9,EMP0048-20260916_214726,Ms Leanne Matthews,Specialist Skills Required,2024-12-12
BR-00000075-20260916_214726,2026-11-24,16:30:00,00:30:00,Riverside Integrated Care NHS Trust,Medical,Haematology,Medicine & Acute Care,FY1/FY2,SHO,SHO,23.08,30.77,EMP1000-20260916_214726,Brandon Chamberlain,Training Cover,2026-05-29
BR-00000076-20260916_214726,2026-06-20,10:15:00,15:15:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Pathology,Clinical Support Services,Physiotherapist,Physiotherapist,6,22.56,28.21,EMP0552-20260916_214726,Leah King,Study Leave Cover,2026-03-20
BR-00000077-20260916_214726,2027-05-11,23:45:00,00:45:00,Eastfield Psychological Services NHS Trust,AHP,General Surgery,Medicine & Acute Care,Speech Therapist,Radiographer,6,22.56,28.21,EMP1156-20260916_214726,Dr Aaron Russell,Night Shift Cover,2026-02-08
BR-00000078-20260916_214726,2027-06-21,03:15:00,11:15:00,Westmere Community Health NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0306-20260916_214726,Henry Mann,Training Cover,2025-03-31
BR-00000079-20260916_214726,2025-12-20,15:00:00,01:00:00,Valleyview Mental Wellness NHS Trust,Medical,General Surgery,Surgery & Cancer,SHO,FY1/FY2,FY1,18.46,21.54,EMP0510-20260916_214726,David Richardson,Sickness Cover,2026-06-07
BR-00000080-20260916_214726,2027-06-06,09:30:00,19:30:00,Valleyview Mental Wellness NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Physiotherapist,Radiographer,6,22.56,28.21,EMP0892-20260916_214726,Thomas Jennings,Bank Holiday Cover,2026-06-04
BR-00000081-20260916_214726,2026-02-11,01:15:00,12:15:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Finance,Corporate Services,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP0827-20260916_214726,Natasha Whittaker-Fox,Study Leave Cover,2025-03-08
BR-00000082-20260916_214726,2026-07-01,15:30:00,20:30:00,Westborough Acute Care NHS Trust,Admin,Communications,Corporate Services,Data Analyst,Receptionist,3,13.33,16.41,EMP1017-20260916_214726,Alison Shaw,Specialist Skills Required,2024-10-25
BR-00000083-20260916_214726,2027-08-11,20:00:00,03:00:00,Meadowbrook Community Health NHS Trust,Medical,Obstetrics,Women & Children,GP,GP,GP,46.15,61.54,EMP0453-20260916_214726,Fiona Cox,Ward Capacity Increase,2025-10-18
BR-00000084-20260916_214726,2025-12-21,19:30:00,01:30:00,Broadfield Clinical Services NHS Trust,Nursing,Paediatrics,Women & Children,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0184-20260916_214726,Roger Davies,Operational Requirement,2026-05-01
BR-00000085-20260916_214726,2026-01-05,02:45:00,12:45:00,Riverbank General Hospitals NHS Trust,Nursing,IT Support,Corporate Services,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0117-20260916_214726,Melanie Powell,Sickness Cover,2024-10-05
BR-00000086-20260916_214726,2027-06-14,09:30:00,17:30:00,Horizon Integrated Health Partnership NHS Trust,AHP,Pharmacy,Clinical Support Services,Physiotherapist,Occupational Therapist,6,22.56,28.21,EMP0569-20260916_214726,Mrs Leah Nicholson,Sickness Cover,2025-11-29
BR-00000087-20260916_214726,2026-08-20,09:00:00,21:00:00,Hillcrest Medical Centres NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Receptionist,Receptionist,3,13.33,16.41,EMP0624-20260916_214726,Mrs Jill Martin,Annual Leave Cover,2025-04-19
BR-00000088-20260916_214726,2026-02-12,07:45:00,15:45:00,Lakeside District Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Administrator,Data Analyst,8A,28.21,35.9,EMP0766-20260916_214726,Chelsea Miller,Bank Holiday Cover,2024-11-10
BR-00000089-20260916_214726,2026-01-21,14:45:00,21:45:00,Eastfield Psychological Services NHS Trust,Medical,Colorectal Surgery,Surgery & Cancer,GP,GP,GP,46.15,61.54,EMP0822-20260916_214726,Marc Brookes,Maternity Leave Cover,2025-12-31
BR-00000090-20260916_214726,2025-12-03,07:00:00,17:00:00,Valleyview Mental Wellness NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP0502-20260916_214726,Scott Martin,Ward Capacity Increase,2025-06-24
BR-00000091-20260916_214726,2026-07-31,15:15:00,20:15:00,Northshire University Hospitals NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Physiologist,Physiotherapist,6,22.56,28.21,EMP0382-20260916_214726,Georgia Burke-Field,Specialist Skills Required,2025-07-27
BR-00000092-20260916_214726,2027-08-25,09:15:00,18:15:00,Bluewater Community & Rehabilitation NHS Trust,Medical,General Surgery,Surgery & Cancer,Registrar,SHO,SHO,23.08,30.77,EMP0955-20260916_214726,Dr Martyn Taylor,Weekend Cover,2025-04-09
BR-00000093-20260916_214726,2026-01-08,14:45:00,02:45:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0919-20260916_214726,Dr Derek Swift,Training Cover,2026-04-27
BR-00000094-20260916_214726,2026-09-17,14:00:00,20:00:00,Horizon Integrated Health Partnership NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,Registrar,Consultant,CONS,48.72,71.79,EMP0098-20260916_214726,Ms Lynda Cook,Unexpected Absence,2025-11-29
BR-00000095-20260916_214726,2026-04-24,13:30:00,19:30:00,Eastfield Psychological Services NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Radiographer,Pharmacist,5,18.97,23.08,EMP0486-20260916_214726,Marc Leonard,Increased Patient Demand,2026-06-19
BR-00000096-20260916_214726,2026-02-23,01:30:00,03:30:00,Meadowbrook Community Health NHS Trust,Admin,Gastroenterology,Medicine & Acute Care,Administrator,Receptionist,3,13.33,16.41,EMP0208-20260916_214726,Dr Lynn Harris,Operational Requirement,2026-07-02
BR-00000097-20260916_214726,2026-05-12,08:00:00,20:00:00,Valleyview Mental Wellness NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP1059-20260916_214726,Dr Roy Hughes,Unexpected Absence,2024-12-05
BR-00000098-20260916_214726,2026-12-31,02:00:00,13:00:00,Northshire University Hospitals NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0422-20260916_214726,Mr Elliot Fox,Maternity Leave Cover,2025-08-04
BR-00000099-20260916_214726,2026-03-05,03:45:00,13:45:00,Riverbank General Hospitals NHS Trust,Admin,Communications,Corporate Services,Data Analyst,Receptionist,3,13.33,16.41,EMP1022-20260916_214726,Dr Toby Barrett,Unexpected Absence,2026-03-19
BR-00000100-20260916_214726,2027-01-21,22:00:00,05:00:00,Valleyview Mental Wellness NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Medical Secretary,Administrator,3,13.33,16.41,EMP0674-20260916_214726,Reece Sharpe-Howells,Additional Patient Safety Cover,2025-01-18
BR-00000101-20260916_214726,2025-11-28,13:45:00,19:45:00,Lakeside District Hospitals NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,Consultant,Registrar,SPR,33.33,43.59,EMP1200-20260916_214726,Alexandra Taylor,Staff Shortage,2026-07-28
BR-00000102-20260916_214726,2026-02-12,19:45:00,20:45:00,Northshire University Hospitals NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Healthcare Assistant,Ward Manager,8A,28.21,35.9,EMP0062-20260916_214726,Benjamin Higgins,Weekend Cover,2025-07-13
