emp_id,first_name,last_name,email,dob,telephone,address,gender,trust,ethnicity,nationality,visa_status,staff_group,role,division,grade,hourly_rate,hire_date,contract_start,weekly_hours,fte,registration_type,contract_type,employment_status,registration_no,registration_expiry_date,ni,dbs_expiry_date,mandatory_training_expiry_date,profile_creation_date
EMP0016-20260913_210742,Martin,Chambers,harteric@example.com,1986-12-29,+441632960715,"75 Abigail Station
Matthewburgh
TD2 3ZH",Male,Eastfield Psychological Services NHS Trust,Asian,Japan,Skilled Worker,Nursing,Nursery Nurse,Corporate Services,2,12.88,2023-04-22,2023-05-20,37.5,1.0,GMC,Permanent,Inactive,LR512579,2029-04-07,RH443254,2028-09-23,2026-10-18,2023-05-13
EMP0017-20260913_210742,Gerard,Oliver,robinsonscott@example.com,2000-08-10,+44114 496 0848,"Flat 05s
Reed Grove
New Jessicatown
CT3 5FU",Male,Broadfield Clinical Services NHS Trust,Asian,India,British Citizen,Nursing,Nursery Nurse,Critical Care & Anaesthesia,2,14.04,2026-01-14,2026-02-11,20.0,0.53,GMC,Fixed Term,On Leave,XE262649,2031-05-16,FT469763,2031-07-03,2027-09-07,2026-02-04
EMP0018-20260913_210742,Leah,Akhtar,andreaward@example.net,2001-08-12,+441174960955,"632 Mohammad Mission
Port Wayne
W7S 3LR",Male,Northwood Mental Health NHS Trust,Mixed,Thailand,ILR,Admin,Medical Secretary,Women & Children,4,16.24,2026-05-24,2026-06-28,37.5,1.0,HCPC,Permanent,Active,ED756553,2031-05-06,KX318042,2030-04-12,2027-07-15,2026-06-14
EMP0019-20260913_210742,Henry,Davies,bruceburke@example.net,1998-12-11,+44(0)1184960855,"28 Edwards Lodge
Melissastad
TD6 9TA",Male,Southgate Community & Mental Health NHS Trust,White,New Zealand,British Citizen,Admin,Medical Secretary,Emergency & Urgent Care,4,19.39,2020-10-26,2020-11-23,20.0,0.53,NMC,Bank,Inactive,QW943890,2030-05-01,HA034516,2029-06-14,2027-08-15,2020-11-16
EMP0020-20260913_210742,Kelly,Booth,paulahayward@example.org,1986-12-13,+44(0)909 8790392,"57 Jamie Square
East Terence
L5 6RY",Female,Lakeside District Hospitals NHS Trust,Asian,China,British Citizen,Nursing,Nursery Nurse,Surgery & Cancer,2,13.81,2017-03-15,2017-04-19,20.0,0.53,None,Fixed Term,Inactive,ZM095369,2031-05-02,MZ175436,2028-10-11,2027-06-10,2017-04-05
EMP0021-20260913_210742,Tony,Harris,nicholasscott@example.net,2000-05-26,+44(0)141 4960320,"Studio 68h
Booth Road
Conorhaven
M7 2HH",Male,Midlands Central Hospitals NHS Trust,Asian,Japan,British Citizen,Admin,Receptionist,Emergency & Urgent Care,3,16.21,2022-12-27,2023-01-31,15.0,0.4,HCPC,Bank,On Leave,TZ316081,2029-01-28,IX373742,2027-01-11,2027-06-07,2023-01-17
EMP0022-20260913_210742,Bethan,Walton,thomas45@example.com,1992-03-12,+44113 4960835,"7 Deborah Turnpike
South Kimhaven
BA29 7PZ",Female,Midlands Central Hospitals NHS Trust,Mixed,Ghana,Dependent,Admin,Medical Secretary,Medicine & Acute Care,4,18.46,2017-04-15,2017-05-20,15.0,0.4,HCPC,Bank,Suspended,IG904029,2028-04-03,ZU271227,2028-08-23,2027-09-02,2017-05-06
EMP0023-20260913_210742,Gerard,Smith,frankfrost@example.com,1965-04-25,028 9018 0124,"0 Lauren Grove
Karenchester
TQ6 3LT",Female,Bluewater Community & Rehabilitation NHS Trust,Mixed,Barbados,Skilled Worker,Nursing,Healthcare Assistant,Critical Care & Anaesthesia,2,13.73,2017-09-21,2017-10-19,30.0,0.8,None,Permanent,Suspended,VZ560208,2027-03-17,PG361879,2030-02-28,2027-01-25,2017-10-12
EMP0024-20260913_210742,Suzanne,Thomas,pauline25@example.org,1968-06-30,+44(0)151 4960023,"Flat 94C
Hudson Drives
Davidborough
B58 8BB",Female,Riverbank General Hospitals NHS Trust,Black,Nigeria,British Citizen,AHP,Radiographer,Emergency & Urgent Care,6,23.16,2021-05-17,2021-06-21,37.5,1.0,NMC,Bank,Suspended,IW425662,2030-06-26,RZ622389,2026-11-23,2027-08-26,2021-06-07
EMP0025-20260913_210742,Roy,Simmons,pickeringmohamed@example.com,1984-10-17,0113 496 0623,"Flat 95W
Evans Tunnel
Alexandrabury
ZE9 6JL",Female,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Australia,ILR,Medical,FY1/FY2,Medicine & Acute Care,FY1,18.68,2021-10-08,2021-11-12,18.75,0.5,NMC,Fixed Term,Suspended,VN879577,2028-09-13,XJ709766,2029-01-23,2027-06-18,2021-10-29
EMP0026-20260913_210742,Kate,Wheeler,ypatterson@example.com,1990-02-18,0141 496 0088,"Flat 62d
Gillian Motorway
Alexandraberg
HG2 9RJ",Male,Riverbank General Hospitals NHS Trust,White,Canada,British Citizen,Admin,Receptionist,Women & Children,3,13.42,2018-02-04,2018-03-18,15.0,0.4,None,Permanent,On Leave,BT467839,2028-09-29,MP561046,2030-01-20,2026-11-14,2018-02-25
EMP0027-20260913_210742,Francesca,Green,gerardfield@example.com,1983-08-24,+44141 4960531,"48 Slater Tunnel
Wilsonville
E63 2YN",Female,Midlands Central Hospitals NHS Trust,Black,Trinidad and Tobago,ILR,Nursing,Ward Manager,Medicine & Acute Care,8A,32.22,2025-12-14,2026-01-18,30.0,0.8,NMC,Bank,On Leave,YW125479,2029-09-29,VZ115544,2030-04-23,2027-01-21,2026-01-04
EMP0028-20260913_210742,Dawn,Davies,gilesjoyce@example.org,1999-08-11,0808 157 0403,"712 Chan Falls
Smithhaven
CB3 1YP",Female,Oakridge Community Services NHS Trust,Black,Nigeria,British Citizen,Admin,Data Analyst,Clinical Support Services,8A,29.82,2017-11-23,2017-12-21,15.0,0.4,HCPC,Permanent,Suspended,ZR309398,2028-04-27,XK761023,2028-06-26,2026-12-23,2017-12-14
EMP0029-20260913_210742,Denise,Hartley,toby68@example.com,2006-08-19,+44(0)9098790907,"Flat 8
Burton Station
Lake Julian
M28 0ZN",Female,Riverside Integrated Care NHS Trust,Black,Barbados,Dependent,Medical,SHO,Clinical Support Services,SHO,27.96,2017-08-22,2017-09-19,15.0,0.4,HCPC,Bank,On Leave,OO472595,2031-06-28,FB481254,2031-05-01,2026-10-31,2017-09-12
EMP0030-20260913_210742,Leanne,Smith,vhart@example.net,1972-07-15,(01632)960068,"Flat 86r
Dawson Lodge
Carlchester
FK7 3RA",Female,Hillcrest Medical Centres NHS Trust,White,Australia,British Citizen,Admin,Receptionist,Emergency & Urgent Care,3,15.29,2026-06-26,2026-07-24,18.75,0.5,None,Bank,Active,EF078359,2029-07-19,BU871716,2030-07-24,2026-12-13,2026-07-17
EMP0031-20260913_210742,Charlie,Moss,jacqueline04@example.net,1995-04-16,+44(0)28 9018 0536,"450 Wright Vista
West Henrystad
N2E 8PU",Female,Greenhaven Acute & Specialist Care NHS Trust,Black,Barbados,ILR,AHP,Pharmacist,Critical Care & Anaesthesia,5,22.04,2020-09-20,2020-11-01,37.5,1.0,GMC,Fixed Term,Active,SE061095,2031-05-29,SL476702,2031-06-24,2027-04-28,2020-10-11
EMP0032-20260913_210742,Antony,Hawkins,philipshort@example.net,1965-06-21,+44909 879 0985,"820 Payne Grove
North Traceybury
W4E 9XY",Female,Bluewater Community & Rehabilitation NHS Trust,Mixed,Barbados,ILR,AHP,Radiographer,Clinical Support Services,6,23.38,2023-06-01,2023-06-29,18.75,0.5,None,Permanent,Suspended,VL150730,2028-12-13,TS327000,2030-04-02,2027-05-25,2023-06-22
EMP0033-20260913_210742,Elliot,Saunders,lparker@example.com,1975-02-02,(0114) 496 0899,"6 Kenneth Manors
New Rachael
SY91 2GL",Male,Eastmoor Teaching Hospitals NHS Trust,Asian,Japan,Dependent,Admin,Receptionist,Medicine & Acute Care,3,16.01,2022-05-07,2022-06-04,30.0,0.8,NMC,Bank,Active,HP518645,2028-10-22,OF465464,2029-03-12,2026-09-28,2022-05-28
EMP0034-20260913_210742,Danny,Mills,karlwilliams@example.com,1984-09-01,0161 496 0220,"24 Natasha Courts
Port Georgeburgh
G67 9FW",Male,Hillcrest Medical Centres NHS Trust,Mixed,Barbados,Dependent,AHP,Physiologist,Emergency & Urgent Care,6,22.95,2024-02-26,2024-04-01,30.0,0.8,GMC,Bank,Active,WC938404,2027-10-25,SB286396,2028-04-23,2026-10-31,2024-03-18
EMP0035-20260913_210742,Joe,Griffiths,nfrancis@example.com,1960-12-13,+44(0)1164960610,"3 Charles Mills
Matthewview
M5 6YW",Female,Eastfield Psychological Services NHS Trust,Asian,China,ILR,Admin,Data Analyst,Emergency & Urgent Care,8A,35.8,2019-12-29,2020-02-02,18.75,0.5,None,Permanent,Active,OV522696,2028-12-27,TI108449,2031-07-08,2027-07-28,2020-01-19
EMP0036-20260913_210742,Angela,Davidson,dannypugh@example.net,1967-06-20,01314960220,"72 Burgess Tunnel
East Bruceside
EH8N 3HH",Female,Eastmoor Teaching Hospitals NHS Trust,White,United Kingdom,ILR,Admin,Medical Secretary,Corporate Services,4,19.46,2020-11-11,2020-12-09,20.0,0.53,GMC,Fixed Term,On Leave,DG030776,2027-09-11,EJ092449,2028-06-24,2027-06-01,2020-12-02
EMP0037-20260913_210742,Louise,Yates,xsmith@example.com,2007-04-01,+44(0)121 4960416,"92 Clark Heights
West Owentown
B5S 4YJ",Female,Horizon Integrated Health Partnership NHS Trust,Asian,Thailand,ILR,AHP,Physiotherapist,Corporate Services,6,23.48,2022-02-07,2022-03-14,15.0,0.4,None,Bank,Active,ZG996219,2026-10-23,OG268721,2028-10-25,2026-10-13,2022-02-28
EMP0038-20260913_210742,Ricky,Holden,abailey@example.com,1965-03-28,01414960266,"Flat 24
Robert Mountain
Lake Oliverchester
E81 7NQ",Female,Bluewater Community & Rehabilitation NHS Trust,Mixed,Kenya,ILR,Admin,Receptionist,Women & Children,3,15.78,2023-04-04,2023-05-09,37.5,1.0,NMC,Bank,On Leave,AR215976,2029-10-18,WH325562,2031-09-03,2027-03-25,2023-04-25
EMP0039-20260913_210742,Harriet,Akhtar,dawsonteresa@example.com,1972-01-11,+4429 2018206,"6 Aimee Flat
Lake Jademouth
SA31 6QR",Male,Northwood Mental Health NHS Trust,Asian,China,ILR,Nursing,Senior Staff Nurse,Medicine & Acute Care,6,27.22,2026-07-12,2026-08-16,37.5,1.0,HCPC,Permanent,Inactive,RM924404,2031-02-26,WH886354,2031-04-21,2026-10-12,2026-08-02
EMP0040-20260913_210742,Ben,Davies,charleswilson@example.org,1994-05-12,(0306) 999 0642,"55 Robert Tunnel
Kimfort
B1 1TS",Female,Riverbank General Hospitals NHS Trust,Mixed,United States,Dependent,Medical,Consultant,Women & Children,CONS,58.81,2023-08-27,2023-09-24,18.75,0.5,GMC,Bank,Suspended,LP083730,2027-01-26,QN158558,2028-06-01,2027-03-01,2023-09-17
EMP0041-20260913_210742,Jeffrey,Thomas,emily01@example.org,2004-04-15,+44(0)115 4960390,"Flat 82
Danny Knolls
Dixonburgh
S6F 6FS",Female,Northshire University Hospitals NHS Trust,Black,Nigeria,ILR,Medical,GP,Women & Children,GP,60.46,2023-07-17,2023-08-21,18.75,0.5,HCPC,Permanent,Suspended,TU380387,2028-03-31,HY211535,2028-12-11,2027-04-13,2023-08-07
EMP0042-20260913_210742,Georgia,Holland,beth24@example.net,1975-12-16,09098790503,"Flat 58
Mason Roads
West Justin
SN1 6XU",Male,Southvale Hospitals NHS Trust,Mixed,United States,ILR,AHP,Pharmacist,Medicine & Acute Care,5,22.46,2018-08-05,2018-09-09,18.75,0.5,None,Fixed Term,Active,UM081187,2027-04-15,FP763156,2031-05-22,2027-09-09,2018-08-26
EMP0043-20260913_210742,Douglas,Thornton,judithjones@example.net,1968-04-26,+44116 496 0243,"Studio 93p
Thompson Mill
North Joanne
SS20 5XD",Female,Westborough Acute Care NHS Trust,Black,Barbados,ILR,Nursing,Healthcare Assistant,Critical Care & Anaesthesia,2,14.33,2020-03-26,2020-04-30,37.5,1.0,None,Bank,Suspended,WC444135,2031-09-10,GD013451,2031-01-04,2026-12-23,2020-04-16
EMP0044-20260913_210742,Rebecca,Griffiths,ywilkins@example.org,1985-07-31,(0115) 4960096,"Flat 00V
Pickering Plaza
Smithhaven
B9F 3RN",Male,Westborough Acute Care NHS Trust,Black,South Africa,British Citizen,Nursing,Nursery Nurse,Critical Care & Anaesthesia,2,13.49,2021-06-04,2021-07-09,15.0,0.4,None,Permanent,Inactive,YZ261803,2030-01-21,VQ414293,2027-12-28,2026-09-23,2021-06-25
EMP0045-20260913_210742,Derek,Cox,morganabigail@example.com,1965-08-24,(0141)4960221,"3 Ross Greens
North Molly
TD9P 9AQ",Male,Hillcrest Medical Centres NHS Trust,Mixed,Japan,ILR,Medical,FY1/FY2,Medicine & Acute Care,FY1,20.96,2021-07-15,2021-08-26,18.75,0.5,HCPC,Permanent,On Leave,GB009402,2029-09-12,RI707773,2031-01-18,2027-04-30,2021-08-05
EMP0046-20260913_210742,Gemma,Campbell,eileen20@example.net,2008-04-24,(020) 74960557,"383 Julia Throughway
New Rachael
S0 1JX",Female,Riverbank General Hospitals NHS Trust,Mixed,Barbados,ILR,AHP,Radiographer,Medicine & Acute Care,6,23.08,2025-06-24,2025-07-22,20.0,0.53,NMC,Permanent,Inactive,KO268033,2029-07-28,NX411853,2030-01-03,2027-08-01,2025-07-15
EMP0047-20260913_210742,Glen,Henry,drichards@example.net,1964-04-01,01164960585,"9 Hobbs Park
West Victor
W7 8NZ",Female,Meadowbrook Community Health NHS Trust,Mixed,South Africa,Skilled Worker,Nursing,Senior Staff Nurse,Clinical Support Services,6,27.16,2024-10-10,2024-11-14,30.0,0.8,None,Fixed Term,Suspended,VN064809,2028-05-23,TQ914356,2031-03-10,2027-05-03,2024-10-31
EMP0048-20260913_210742,Georgia,Potter,dorothylloyd@example.org,1986-03-02,(0121) 4960814,"6 Adam Mall
Port Nathan
G4D 7ZH",Female,Eastmoor Teaching Hospitals NHS Trust,Black,Barbados,Skilled Worker,Admin,Receptionist,Medicine & Acute Care,3,14.56,2021-08-22,2021-09-26,30.0,0.8,HCPC,Fixed Term,Suspended,OQ525967,2026-11-17,MA954071,2030-08-03,2027-07-08,2021-09-12
EMP0049-20260913_210742,Geraldine,Kirby,nicholas27@example.net,1963-07-28,+44191 4960630,"00 Davies Groves
New Lesliemouth
L4K 4WB",Male,Riverbank General Hospitals NHS Trust,Black,Ghana,British Citizen,Admin,Data Analyst,Surgery & Cancer,8A,33.4,2025-07-09,2025-08-20,30.0,0.8,NMC,Bank,Active,VN674880,2030-11-27,JD550017,2029-12-01,2027-05-01,2025-07-30
EMP0050-20260913_210742,Charlene,Pearce,vanessa23@example.org,1966-06-13,(0118)4960414,"7 Griffin Points
Port Kevin
G85 8YU",Female,Westmere Community Health NHS Trust,Black,Nigeria,British Citizen,AHP,Physiologist,Corporate Services,6,26.84,2025-08-29,2025-10-03,30.0,0.8,HCPC,Permanent,Suspended,WX337817,2030-06-26,RE888089,2027-02-22,2027-06-26,2025-09-19
EMP0051-20260913_210742,Edward,Turner,leahrichards@example.com,2007-11-07,020 7946 0367,"Flat 04d
King Village
Lake Hannahborough
SL0 2JT",Female,Horizon Integrated Health Partnership NHS Trust,Mixed,Nigeria,Dependent,AHP,Radiographer,Critical Care & Anaesthesia,6,27.54,2026-07-29,2026-09-02,20.0,0.53,NMC,Fixed Term,Active,PV684720,2030-07-06,WL113754,2029-12-27,2027-03-23,2026-08-19
EMP0052-20260913_210742,Jodie,Nash,westtoby@example.org,1970-02-21,+44117 4960185,"43 Natalie Mill
Hiltonbury
E95 6UZ",Female,Riverside Integrated Care NHS Trust,Mixed,Trinidad and Tobago,Dependent,Admin,Medical Secretary,Clinical Support Services,4,15.46,2021-10-16,2021-11-20,18.75,0.5,None,Permanent,Inactive,VM247498,2028-01-20,QL735228,2030-04-29,2027-05-30,2021-11-06
EMP0053-20260913_210742,Elliott,Parry,rtaylor@example.org,1963-09-29,+44(0)151 4960425,"Flat 32
Emma Falls
South Leslie
N7F 1JF",Female,Southgate Community & Mental Health NHS Trust,Black,Barbados,Dependent,Nursing,Healthcare Assistant,Critical Care & Anaesthesia,2,13.36,2022-04-10,2022-05-22,15.0,0.4,NMC,Permanent,Suspended,KH262851,2029-10-07,XU981996,2029-07-09,2027-08-02,2022-05-01
EMP0054-20260913_210742,Danielle,Lees,pearcepaula@example.net,2003-10-03,+44114 496 0460,"82 Stacey Cape
Gloverland
B33 7PR",Female,Eastmoor Teaching Hospitals NHS Trust,Black,Trinidad and Tobago,ILR,AHP,Pharmacist,Clinical Support Services,5,23.03,2025-06-04,2025-07-09,18.75,0.5,GMC,Bank,Suspended,BP505584,2027-05-19,GK293379,2031-04-26,2027-07-02,2025-06-25
EMP0055-20260913_210742,David,Rice,ydavison@example.org,1987-09-23,(0121)4960762,"Flat 32c
Thornton Plains
Hayesmouth
M1H 1JZ",Female,Riverside Integrated Care NHS Trust,Black,Trinidad and Tobago,British Citizen,AHP,Pharmacist,Clinical Support Services,5,21.98,2018-05-30,2018-07-04,18.75,0.5,NMC,Bank,Inactive,ZK600815,2027-08-10,AD001212,2027-06-22,2027-06-15,2018-06-20
EMP0056-20260913_210742,Leonard,Wilson,rhodeskaty@example.com,1993-02-08,+442074960899,"Flat 0
Paul Union
New Hazeltown
BH7 2SN",Female,Lakeside District Hospitals NHS Trust,Asian,Japan,Dependent,Medical,Consultant,Medicine & Acute Care,CONS,65.64,2020-09-23,2020-11-04,18.75,0.5,GMC,Permanent,Active,FI627519,2031-03-29,WY894616,2030-05-04,2027-01-30,2020-10-14
EMP0057-20260913_210742,Olivia,Manning,smartfrances@example.net,1964-11-01,+441914960712,"Studio 7
Gibson Place
South Shirleybury
L5 0DW",Male,Horizon Integrated Health Partnership NHS Trust,Black,Kenya,Skilled Worker,Nursing,Ward Manager,Women & Children,8A,30.07,2024-10-12,2024-11-16,15.0,0.4,None,Permanent,Suspended,GL404193,2028-08-13,IW191662,2030-07-27,2027-02-04,2024-11-02
EMP0058-20260913_210742,Pamela,Sullivan,teresajones@example.com,1964-11-28,+441514960254,"587 Hanson Fords
West William
RH3P 0FS",Female,Midlands Central Hospitals NHS Trust,Mixed,Kenya,ILR,Nursing,Nursery Nurse,Critical Care & Anaesthesia,2,13.32,2023-12-15,2024-01-26,18.75,0.5,HCPC,Bank,Active,TJ846252,2027-04-08,SC745184,2026-10-24,2027-01-23,2024-01-05
EMP0059-20260913_210742,Deborah,Russell,shaun05@example.com,1991-07-30,+44(0)1914960178,"2 Fisher Tunnel
Leeville
KW8 8UR",Female,Eastfield Psychological Services NHS Trust,White,United States,ILR,AHP,Pharmacist,Corporate Services,5,21.27,2018-03-16,2018-04-27,20.0,0.53,None,Bank,On Leave,MI716814,2029-05-23,GS048453,2030-04-26,2026-10-20,2018-04-06
EMP0060-20260913_210742,Conor,Cooper,robinhill@example.org,1996-08-24,(0117) 4960005,"6 Helen Mountains
New Nicolefort
B9H 9GL",Male,Riverside Integrated Care NHS Trust,White,New Zealand,Dependent,Medical,GP,Medicine & Acute Care,GP,50.86,2017-02-22,2017-03-29,37.5,1.0,HCPC,Permanent,Inactive,JO565265,2027-12-22,DV671758,2030-02-24,2026-11-11,2017-03-15
EMP0061-20260913_210742,Samuel,Turner,ybaker@example.org,1997-03-06,(0191)4960079,"6 Patrick Road
Vincentchester
FY30 5DD",Female,Riverbank General Hospitals NHS Trust,Mixed,Japan,Skilled Worker,Medical,Registrar,Corporate Services,SPR,36.48,2018-12-26,2019-02-06,18.75,0.5,None,Permanent,Suspended,PN255660,2030-07-11,FC717671,2028-06-15,2027-08-03,2019-01-16
EMP0062-20260913_210742,Conor,Franklin,joyce04@example.net,1984-12-04,0289018753,"919 Williams Extensions
Farrellburgh
OL78 4RY",Female,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Jamaica,Skilled Worker,Medical,Registrar,Critical Care & Anaesthesia,SPR,39.3,2024-08-20,2024-10-01,37.5,1.0,None,Bank,Inactive,WJ086275,2028-03-21,AS466367,2031-08-15,2027-05-22,2024-09-10
EMP0063-20260913_210742,Debra,Davison,qmorrison@example.org,1999-06-03,+44(0)116 4960857,"Studio 54U
Gail Tunnel
Port Terrystad
N16 5BQ",Male,Northshire University Hospitals NHS Trust,Black,Barbados,ILR,AHP,Radiographer,Medicine & Acute Care,6,23.87,2018-05-22,2018-06-26,18.75,0.5,HCPC,Permanent,Suspended,SG139721,2027-04-09,NF884751,2030-08-26,2027-03-05,2018-06-12
EMP0064-20260913_210742,Ross,Kay,melissa37@example.net,1979-10-07,+441514960086,"53 Brett Inlet
Graytown
KT1 5UU",Female,Valleyview Mental Wellness NHS Trust,White,Australia,Dependent,AHP,Physiotherapist,Clinical Support Services,6,27.58,2020-02-21,2020-03-27,30.0,0.8,None,Bank,Inactive,VM984523,2027-06-12,SY080644,2027-08-11,2026-11-06,2020-03-13
